| objname   | ra     | dec    |
| char      | double | double |
pgc2957316       36.5013      -15.3412
pgc2966020       247.785      -16.6126
pgc2957315       38.0219      -15.2447
pgc2943489       75.9670      -14.3698
pgc2947073       130.541      -11.9661
pgc2950145       224.556      -11.1548
pgc2966529       259.580      -16.3119
pgc2943488       74.4364      -14.2316
pgc2950144       224.723      -11.1441
pgc2958336       71.2674      -21.2834
pgc2945535       112.342      -10.3266
pgc2943486       74.9823      -12.5374
pgc2977277       115.952      -28.9547
pgc2977366       119.774      -23.3104
pgc2958926       91.2462      -16.4844
pgc2960974       117.929      -21.1737
pgc2976334       102.525      -27.3339
pgc2982473       234.256      -28.1350
pgc2974280       44.7773      -28.9071
pgc2975304       87.8693      -22.9265
pgc2974276       46.9620      -27.8310
pgc2966082       246.756      -18.4564
pgc2978369       129.927      -29.5610
pgc2981438       213.102      -24.3637
pgc2946619       127.212      -9.74839
pgc2954811       324.867      -10.5768
pgc2959930       104.034      -17.0542
pgc2979386       157.953      -28.2372
pgc2977336       119.215      -22.8800
pgc2974263       42.4759      -27.9417
pgc2944566       93.9370      -13.7183
pgc2955830       342.398      -13.5924
pgc2965046       216.374      -19.9697
pgc2947637       148.127      -8.10496
pgc2979381       157.371      -29.6637
pgc2974255       44.3041      -29.8552
pgc2953771       305.194      -14.7850
pgc2973227       12.3080      -24.1364
pgc2943530       80.9866      -7.80799
pgc2953770       305.253      -14.7814
pgc2966057       243.663      -18.5355
pgc2966056       242.480      -18.3406
pgc2946598       124.813      -10.1657
pgc2964002       189.686      -18.2501
pgc2971168       320.562      -16.8344
pgc2949663       211.113      -14.9716
pgc2950687       243.000      -10.0642
pgc2960927       114.032      -22.1604
pgc2981407       209.365      -23.0227
pgc2960925       115.348      -22.3369
pgc2974236       48.7511      -26.1002
pgc2951704       274.351      -9.75857
pgc2942998       68.5490      -8.97018
pgc2976278       108.051      -25.9425
pgc2943509       78.6345      -8.20163
pgc2958357       72.1355      -16.3294
pgc2972693       347.478      -22.4575
pgc2942996       68.5485      -8.23124
pgc2954882       322.058      -11.5683
pgc2975360       91.4402      -24.1955
pgc2955903       349.740      -9.61079
pgc2955902       349.212      -7.72649
pgc2967166       271.952      -17.1542
pgc2946684       125.695      -13.0548
pgc2956922       23.9958      -15.4002
pgc2944633       99.1944      -13.3209
pgc2956921       23.6574      -15.6761
pgc2958969       94.7032      -15.0248
pgc2956920       21.1662      -15.6602
pgc2946679       122.818      -12.9269
pgc2970231       307.182      -15.7416
pgc2957942       61.0363      -16.5888
pgc2958966       95.9419      -15.0714
pgc2970230       307.768      -15.0562
pgc2948725       189.812      -7.99558
pgc2947700       150.921      -9.57381
pgc2973300       16.5321      -23.9921
pgc2967155       270.346      -17.1569
pgc2980467       187.573      -23.6965
pgc2966129       244.782      -20.2179
pgc2982512       238.483      -23.9781
pgc2975343       89.0595      -22.8401
pgc2943598       81.2570      -10.3289
pgc2950766       241.902      -12.7455
pgc2976366       103.251      -26.9576
pgc2966122       242.999      -19.4606
pgc2974313       50.3500      -23.6351
pgc2975337       89.1437      -23.2154
pgc2954856       328.400      -10.3116
pgc2976356       104.531      -27.1645
pgc2959971       107.539      -18.6854
pgc2973281       13.3017      -24.7769
pgc2964063       188.995      -20.5273
pgc2982493       235.070      -23.8180
pgc2975324       87.4728      -22.9718
pgc2982492       234.839      -23.1502
pgc2945627       108.280      -11.2514
pgc2978395       132.509      -29.4629
pgc2982491       234.450      -23.1416
pgc2974297       48.4083      -29.8041
pgc2947670       152.531      -8.40816
pgc2968150       273.804      -20.7283
pgc2970288       310.135      -16.1241
pgc2982576       242.182      -23.6855
pgc2943663       79.9960      -12.3155
pgc2973359       8.42115      -29.5582
pgc2982575       241.527      -23.6063
pgc2962093       142.594      -15.5772
pgc2961065       122.369      -16.2489
pgc2961064       123.333      -15.7883
pgc2962087       140.231      -15.6177
pgc2967206       268.979      -18.8022
pgc2955941       352.253      -9.26603
pgc2980516       185.840      -24.8405
pgc2974369       58.4276      -24.6123
pgc2950816       239.139      -14.8293
pgc2974368       56.9151      -23.8746
pgc2950815       239.060      -14.3994
pgc2950814       237.910      -14.1335
pgc2943641       78.3078      -12.9413
pgc2948761       186.299      -11.6103
pgc2943639       78.0745      -11.8691
pgc2947735       152.190      -10.8847
pgc2977431       125.114      -22.9246
pgc2958997       94.4238      -16.8159
pgc2960021       111.783      -17.8647
pgc2970261       308.884      -16.5258
pgc2957972       58.3040      -18.4344
pgc2958995       94.0320      -16.6178
pgc2957969       62.3244      -16.3858
pgc2982542       240.083      -22.6217
pgc2964109       193.972      -15.3269
pgc2966157       241.851      -20.8687
pgc2943628       77.8452      -11.8491
pgc2966156       241.702      -20.6691
pgc2962059       139.888      -15.8345
pgc2975371       91.6337      -23.1106
pgc2962058       138.854      -15.0248
pgc2978442       137.596      -23.1766
pgc2969224       295.181      -16.2932
pgc2943623       76.6530      -13.1222
pgc2963079       163.798      -20.6649
pgc2968199       273.566      -21.7131
pgc2943622       76.8541      -12.4909
pgc2968198       273.441      -21.0589
pgc2969222       295.630      -16.1239
pgc2950788       243.462      -11.8376
pgc2975454       84.3188      -27.8714
pgc2976478       108.101      -27.4744
pgc2981598       216.202      -24.8064
pgc2959069       93.1929      -17.7631
pgc2976476       108.401      -27.3564
pgc2973402       14.6515      -29.3574
pgc2962137       137.268      -18.3284
pgc2975449       90.3046      -25.4177
pgc2946775       130.006      -12.4753
pgc2957015       22.4006      -21.6294
pgc2967255       270.000      -20.3393
pgc2954965       326.634      -11.3660
pgc2976469       105.430      -27.9348
pgc2982613       238.474      -24.5330
pgc2944724       101.905      -8.99831
pgc2955988       348.667      -10.6885
pgc2943698       78.4997      -14.6068
pgc2944722       102.676      -8.04097
pgc2951890       272.431      -13.9343
pgc2966223       244.245      -21.3040
pgc2977487       117.257      -24.9121
pgc2958030       57.1490      -20.9030
pgc2977486       117.324      -24.8597
pgc2977485       117.750      -24.5285
pgc2980556       191.974      -24.8515
pgc2945738       111.965      -11.5569
pgc2947786       151.281      -13.0646
pgc2947785       152.525      -12.8159
pgc2947784       152.486      -12.0955
pgc2960071       105.034      -20.1586
pgc2973382       13.9813      -27.7757
pgc2978500       137.012      -25.8583
pgc2956991       20.6270      -19.0813
pgc2965183       221.807      -21.3248
pgc2973372       15.8235      -29.5258
pgc2974396       51.5938      -27.3174
pgc2974395       52.9740      -25.6140
pgc2974394       50.5680      -25.5877
pgc2943671       81.7700      -11.9009
pgc2946743       126.675      -12.5345
pgc2966198       243.620      -21.1075
pgc2978486       135.787      -25.5043
pgc2944691       100.485      -9.16734
pgc2950834       239.548      -14.2794
pgc2953904       313.164      -8.98332
pgc2959121       88.4897      -19.6385
pgc2975505       90.8147      -26.2844
pgc2958094       60.9033      -20.1586
pgc2958093       60.8531      -20.1439
pgc2973452       16.8042      -23.9963
pgc2958090       61.1706      -20.3818
pgc2965258       226.657      -16.2569
pgc2966282       254.008      -16.8062
pgc2949896       215.857      -11.7140
pgc2949895       216.170      -11.6697
pgc2953991       311.919      -9.49575
pgc2943750       80.8756      -13.9272
pgc2956038       349.417      -11.7129
pgc2948868       188.150      -13.8590
pgc2948867       188.393      -12.8302
pgc2970371       307.475      -18.5833
pgc2950914       247.625      -7.51472
pgc2970370       307.215      -17.8136
pgc2978562       135.298      -26.6637
pgc2944766       105.164      -9.20293
pgc2944764       105.099      -8.40681
pgc2944762       104.250      -8.17898
pgc2963194       173.311      -16.2804
pgc2966266       252.366      -15.6677
pgc2943735       80.4624      -13.7558
pgc2969335       290.418      -17.8473
pgc2979573       159.307      -27.4125
pgc2969332       290.462      -18.3083
pgc2943731       79.4176      -13.5197
pgc2943730       79.8939      -13.1767
pgc2976498       108.703      -26.7727
pgc2972401       346.303      -17.0792
pgc2976497       106.750      -26.6571
pgc2980593       186.327      -27.7490
pgc2976496       107.098      -26.3933
pgc2948846       185.232      -13.5656
pgc2947820       147.870      -14.8465
pgc2976490       107.581      -27.4915
pgc2978536       140.373      -25.9654
pgc2976487       108.713      -27.0380
pgc2950883       246.931      -7.59797
pgc2959072       93.8233      -18.4768
pgc2950879       244.752      -14.8726
pgc2950878       243.965      -14.8491
pgc2959070       92.3343      -18.1262
pgc2975552       88.5585      -29.1475
pgc2975551       87.9983      -29.4489
pgc2963262       168.127      -18.4998
pgc2951996       280.569      -9.05255
pgc2951995       280.880      -8.27514
pgc2961207       125.478      -17.5862
pgc2959156       93.7851      -20.2722
pgc2951986       280.002      -7.79063
pgc2967346       266.940      -22.4779
pgc2974512       56.6142      -29.3380
pgc2948911       193.588      -9.53894
pgc2974510       56.8335      -29.9018
pgc2947885       157.745      -7.63749
pgc2957101       28.2171      -16.9292
pgc2956076       352.021      -11.4497
pgc2957100       30.7441      -15.3058
pgc2980650       192.110      -27.5974
pgc2945833       110.243      -14.3602
pgc2970409       310.013      -18.1387
pgc2965286       230.256      -15.5484
pgc2966310       250.393      -17.7422
pgc2943780       88.0320      -9.04164
pgc2967332       265.858      -21.6833
pgc2943778       87.8417      -7.51797
pgc2946850       126.482      -14.9296
pgc2959137       91.9235      -19.1658
pgc2979617       167.183      -28.0806
pgc2979616       166.490      -27.2878
pgc2958110       61.4445      -20.5123
pgc2962204       137.995      -19.7477
pgc2947866       154.998      -9.05887
pgc2968346       279.477      -21.3978
pgc2973466       24.7083      -25.0221
pgc2947865       154.407      -8.06890
pgc2964249       195.942      -20.5833
pgc2968345       279.723      -21.0519
pgc2978585       137.181      -26.7676
pgc2981657       211.593      -26.6824
pgc2963224       174.960      -16.6201
pgc2980632       189.426      -27.1388
pgc2968343       278.839      -20.8406
pgc2975511       84.0431      -28.7078
pgc2981654       213.305      -26.6122
pgc2960146       109.758      -19.2803
pgc2951953       275.915      -8.93422
pgc2943852       85.1920      -10.4089
pgc2943851       84.8784      -9.70663
pgc2961259       126.414      -17.4394
pgc2975594       93.4383      -23.8618
pgc2975593       92.4498      -22.7742
pgc2949991       214.777      -13.3711
pgc2948966       197.135      -8.98444
pgc2979684       167.914      -22.8257
pgc2946915       130.257      -9.05199
pgc2968416       283.879      -16.3765
pgc2968415       283.680      -15.6030
pgc2970461       304.848      -19.1185
pgc2971483       325.806      -19.6208
pgc2981723       216.449      -26.8523
pgc2971482       324.270      -19.4660
pgc2971481       325.665      -18.8663
pgc2978647       134.816      -28.8060
pgc2947926       154.038      -11.2033
pgc2956118       344.899      -13.0709
pgc2964310       203.215      -15.3630
pgc2950996       252.458      -10.7830
pgc2976596       105.177      -28.4895
pgc2969427       289.409      -18.9530
pgc2972499       350.663      -15.0392
pgc2955089       326.004      -14.7494
pgc2955088       325.768      -14.3996
pgc2966350       250.144      -20.4086
pgc2979662       167.066      -29.9725
pgc2949965       221.979      -12.8398
pgc2953037       298.659      -8.23707
pgc2953036       298.534      -8.57407
pgc2979660       166.662      -28.7276
pgc2950987       249.290      -10.5671
pgc2959179       94.5570      -19.9669
pgc2964299       201.863      -15.9736
pgc2959178       95.9486      -19.7853
pgc2969416       294.264      -18.2310
pgc2974535       59.9811      -24.0162
pgc2975559       91.5229      -29.7586
pgc2960198       110.556      -19.0166
pgc2960197       111.212      -19.0122
pgc2973507       22.5954      -26.2077
pgc2971458       323.713      -20.0842
pgc2950976       249.913      -9.55447
pgc2971456       322.498      -19.1477
pgc2943888       89.7543      -9.38222
pgc2954128       313.273      -11.5737
pgc2959248       92.2411      -22.4273
pgc2971536       321.040      -20.8519
pgc2957199       32.1903      -17.7792
pgc2960271       106.196      -22.0319
pgc2964367       203.012      -18.7288
pgc2958222       68.7525      -19.9210
pgc2980749       194.388      -22.7537
pgc2960268       107.923      -20.8830
pgc2980747       191.002      -28.3238
pgc2958217       67.1625      -19.4585
pgc2957192       30.0013      -21.0777
pgc2964359       200.754      -17.7353
pgc2974599       65.7737      -24.8920
pgc2966406       254.266      -19.5404
pgc2974598       66.7374      -24.0813
pgc2965381       230.224      -18.1585
pgc2974597       64.6562      -22.9699
pgc2952067       278.760      -10.9772
pgc2953091       293.780      -10.5604
pgc2956162       347.457      -14.5105
pgc2967425       271.797      -21.4439
pgc2947968       159.710      -12.4436
pgc2948991       193.578      -11.6486
pgc2952063       277.857      -10.7958
pgc2959231       91.7399      -21.8125
pgc2945918       114.412      -14.4408
pgc2947966       159.298      -11.7486
pgc2943869       86.8617      -10.5329
pgc2947965       159.072      -10.5833
pgc2943868       86.9391      -9.66965
pgc2946940       133.873      -7.97107
pgc2966396       255.464      -18.8855
pgc2957178       29.9424      -20.8244
pgc2976632       104.656      -28.9722
pgc2952054       275.759      -10.2188
pgc2964342       206.124      -16.1791
pgc2965366       228.640      -17.7685
pgc2964341       206.396      -15.7674
pgc2944884       101.663      -10.1073
pgc2966384       253.355      -20.4156
pgc2948975       192.845      -10.3383
pgc2960237       105.081      -22.1192
pgc2968429       285.390      -15.2826
pgc2947008       131.529      -11.0066
pgc2958271       64.5667      -20.7154
pgc2948029       159.389      -13.3844
pgc2955196       334.219      -9.04002
pgc2955195       334.208      -7.78330
pgc2948022       157.749      -13.5884
pgc2960310       111.333      -21.9827
pgc2978742       140.801      -28.8338
pgc2943925       91.7161      -11.1735
pgc2953141       297.259      -10.8708
pgc2961333       122.181      -20.3630
pgc2943924       91.3624      -10.2426
pgc2951089       252.113      -14.9094
pgc2963377       168.145      -21.7491
pgc2964401       207.468      -18.1341
pgc2946992       137.176      -8.58946
pgc2980784       197.264      -23.1180
pgc2981806       213.755      -29.2818
pgc2976685       108.947      -23.7404
pgc2976683       110.222      -22.8510
pgc2949034       196.974      -10.7403
pgc2949033       197.439      -10.3293
pgc2964393       206.856      -17.8598
pgc2971561       322.181      -21.8072
pgc2958248       70.1103      -19.6715
pgc2958247       71.0332      -18.6665
pgc2968486       286.422      -15.6603
pgc2945956       114.016      -14.4928
pgc2952099       282.744      -9.77406
pgc2952098       281.681      -10.1250
pgc2945953       113.342      -14.3383
pgc2951072       247.446      -14.5508
pgc2947997       154.820      -12.5280
pgc2952093       283.258      -9.57576
pgc2969500       290.405      -19.2342
pgc2975642       99.1707      -22.6148
pgc2961305       121.825      -20.5545
pgc2961304       121.173      -19.7280
pgc2962324       143.302      -21.1158
pgc2962323       142.302      -20.7488
pgc2966419       248.034      -21.4664
pgc2971538       321.667      -22.4113
pgc2943889       89.7680      -9.55823
pgc2954129       312.674      -12.5449
pgc2971537       321.812      -21.1961
pgc2942963       62.6988      -8.81966
pgc2948083       162.575      -8.89775
pgc2965491       228.055      -19.7917
pgc2953202       293.890      -12.2529
pgc2967536       275.037      -15.8317
pgc2948078       162.431      -9.85264
pgc2943980       88.6818      -11.7740
pgc2951148       257.450      -10.5232
pgc2976748       111.669      -23.7123
pgc2976746       111.929      -22.8594
pgc2963432       172.948      -20.7765
pgc2976742       111.072      -22.9127
pgc2972645       345.684      -20.8706
pgc2976741       111.748      -23.0860
pgc2956260       357.562      -9.97416
pgc2965475       228.330      -19.6475
pgc2970594       307.381      -22.3916
pgc2966497       257.595      -15.7248
pgc2956255       358.210      -8.99668
pgc2964445       207.644      -19.8974
pgc2978780       145.321      -23.5916
pgc2942939       59.5074      -13.5085
pgc2975706       95.9830      -25.5776
pgc2955223       335.050      -7.82103
pgc2968534       282.189      -18.6012
pgc2946005       115.148      -8.18557
pgc2951125       254.359      -10.9634
pgc2952149       275.801      -12.0147
pgc2948050       160.631      -13.9746
pgc2974669       65.3803      -25.7285
pgc2981835       217.044      -29.4916
pgc2954186       309.818      -14.9547
pgc2944969       105.989      -10.1239
pgc2954185       308.549      -13.7211
pgc2957257       35.7405      -18.3546
pgc2957256       35.5208      -17.6622
pgc2978760       143.359      -22.8639
pgc2962375       147.998      -16.5347
pgc2950086       225.243      -8.51880
pgc2970565       304.506      -21.8098
pgc2943939       84.2865      -11.7755
pgc2976707       109.153      -23.3156
pgc2972610       351.033      -18.6877
pgc2961345       122.257      -19.2449
pgc2972609       349.850      -18.0752
pgc2942373       41.9831      -12.4605
pgc2940452       334.140      -1.59636
pgc2941732       12.3567      -13.5613
pgc2940449       334.518     -0.237620
pgc2942113       32.8427      -10.0521
pgc2940703       338.512      -1.57417
pgc2940062       320.268      -4.56000
pgc2941342       353.884      -7.46440
pgc2940061       319.546      -4.51945
pgc2941469       4.85715      -8.82385
pgc2942874       58.8176      -12.0990
pgc2941081       345.382      -4.71139
pgc2941208       353.538      -1.24754
pgc2941717       14.6827      -11.3800
pgc2940692       335.884      -7.19442
pgc2941716       14.0062      -11.2666
pgc2941459       3.72720      -9.56956
pgc2942611       52.0041      -11.2866
pgc2941841       20.1159      -11.2389
pgc2940431       331.198     -0.906450
pgc2940943       337.827      -6.55514
pgc2940430       331.446     -0.319720
pgc2941838       21.9439      -10.9017
pgc2940812       344.565      -2.39528
pgc2941964       23.2645      -9.01464
pgc2940811       344.599      -1.41025
pgc2941194       352.990      -1.08583
pgc2941578       7.46640      -14.8640
pgc2941449       3.61530      -7.78051
pgc2940168       324.391     -0.390330
pgc2941192       350.171      -5.90797
pgc2941704       9.01290      -14.9733
pgc2940551       332.588      -3.89409
pgc2942727       53.6561      -9.86834
pgc2940550       332.641      -4.26701
pgc2940549       333.183      -4.72075
pgc2942341       45.4839      -9.96129
pgc2942340       44.6973      -9.77638
pgc2942339       45.6760      -7.68533
pgc2942338       45.2917      -7.66287
pgc2963455       175.515      -20.2939
pgc2979836       172.412      -24.4634
pgc2951161       260.220      -10.6962
pgc2946039       117.544      -9.18327
pgc2942964       61.4853      -8.85605
pgc2942444       40.3918      -14.5493
pgc2941547      0.530700      -14.6759
pgc2940010       321.321      -3.55677
pgc2942314       40.0515      -9.45299
pgc2940009       321.215      -3.39843
pgc2940393       326.909      -5.91698
pgc2942310       38.6777      -7.85941
pgc2942819       55.8907      -10.4855
pgc2940256       328.650      -3.30113
pgc2942175       35.5062      -10.7776
pgc2942813       53.9904      -11.1936
pgc2940892       340.200      -3.55421
pgc2941020       343.642      -7.20462
pgc2942299       39.0001      -7.83156
pgc2942811       54.8559      -10.4372
pgc2941786       16.5213      -9.83928
pgc2941785       16.9425      -9.78545
pgc2941784       17.5500      -8.90604
pgc2940503       335.414      -1.38723
pgc2942292       36.4875      -12.2905
pgc2941139       345.348      -7.06114
pgc2941651       13.5733      -8.74061
pgc2941138       345.636      -6.57398
pgc2940625       330.819      -6.52246
pgc2941649       11.0475      -10.6095
pgc2942929       61.0947      -12.7924
pgc2941519       1.12545      -10.5094
pgc2941390       357.135      -6.38049
pgc2942798       55.3075      -11.8027
pgc2942925       59.8755      -12.5742
pgc2941769       16.4034      -9.97920
pgc2942792       59.1579      -9.75073
pgc2942008       27.3962      -10.6863
pgc2942007       27.8649      -10.3349
pgc2940854       339.439      -4.22806
pgc2940853       337.827      -2.91118
pgc2940981       340.809      -6.96285
pgc2941361       352.755      -6.28814
pgc2942127       33.8679      -9.46597
pgc2941997       30.1119      -8.52376
pgc2940332       329.556      -5.42482
pgc2940331       328.543      -4.27617
pgc2942506       48.9584      -8.81966
pgc2942505       49.1489      -9.15459
pgc2940581       336.029      -4.83692
pgc2938924       294.181      -1.28646
pgc2921515       225.363       60.2046
pgc2935851       199.106      -1.39043
pgc2923562       24.3432       74.3009
pgc2930730       84.4725      -4.81377
pgc2925609       342.253       68.5702
pgc2927656       276.039       83.1753
pgc2937896       276.015      -3.58318
pgc2927655       288.783       83.4628
pgc2937895       277.421      -1.98527
pgc2915365       268.382       56.8727
pgc2928674       34.2459      -6.42205
pgc2922529       312.323       64.0423
pgc2937883       273.992      -3.61775
pgc2924570       187.528       69.2011
pgc2924569       188.371       69.7883
pgc2929688       68.5590      -6.83770
pgc2931736       102.079      -1.31902
pgc2929687       68.4781      -6.73890
pgc2939679       314.076      -3.56150
pgc2939855       312.857      -5.62647
pgc2939918       319.165      -1.60767
pgc2939883       313.493      -6.88954
pgc2939898       315.749     -0.924680
pgc2939638       309.805      -2.41282
pgc2939621       309.182      -2.55003
pgc2939747       313.036      -5.50702
pgc2939746       311.934      -5.02772
pgc2939665       311.765      -2.48674
pgc2942844       56.5354      -12.1016
pgc2941307       358.232      -3.15542
pgc2940026       315.141      -4.73026
pgc2941561       2.67825      -12.5799
pgc2941945       21.4052      -14.5988
pgc2942329       43.2109      -9.44110
pgc2942457       41.0308      -13.8586
pgc2941944       21.7149      -13.0565
pgc2942711       52.4001      -12.6747
pgc2940277       323.824      -3.98327
pgc2941428       2.07270      -8.82399
pgc2940915       343.796      -4.98790
pgc2940658       334.277      -5.38718
pgc2940911       344.322      -4.80996
pgc2941295       356.985      -2.76153
pgc2923610       57.9240       68.5075
pgc2926675       180.077       80.8532
pgc2926674       182.750       81.7099
pgc2927695       341.871       83.1539
pgc2915406       273.671       56.5883
pgc2927694       343.604       84.3462
pgc2925645       338.262       69.9136
pgc2927693       359.116       83.1910
pgc2932813       112.328      -1.90517
pgc2924620       188.683       70.0219
pgc2925644       338.320       70.3738
pgc2925643       336.503       70.7708
pgc2928715       38.0392      -1.03495
pgc2924618       186.601       71.9298
pgc2936906       233.587      -5.69507
pgc2935879       201.548      -1.19248
pgc2926661       172.960       81.1272
pgc2916420       303.350       56.5677
pgc2935876       202.312      -1.36439
pgc2938948       295.181     -0.621160
pgc2923586       47.9844       74.3936
pgc2930754       86.5117      -4.26831
pgc2921536       231.964       60.6702
pgc2927680       329.553       82.8696
pgc2921535       230.655       62.0472
pgc2921534       232.338       62.0997
pgc2924606       183.785       70.2000
pgc2925630       356.978       67.8069
pgc2937918       273.292      -4.01167
pgc2922556       319.842       64.8719
pgc2916411       306.598       56.6388
pgc2932794       110.577      -2.97900
pgc2927672       307.263       83.6254
pgc2923574       33.3381       74.0278
pgc2935862       199.374     -0.676350
pgc2934837       155.861      -4.07405
pgc2934836       157.183      -3.74246
pgc2934835       157.369      -2.73904
pgc2922546       318.427       64.4039
pgc2936882       237.237      -3.81852
pgc2925617       349.656       68.1115
pgc2937905       271.564      -4.75136
pgc2927664       310.647       82.5311
pgc2937904       270.693      -5.35826
pgc2921519       231.920       62.2756
pgc2930823       82.8372      -6.70828
pgc2927750       262.699       86.9680
pgc2928774       40.4512      -3.21350
pgc2930822       84.0625      -5.64792
pgc2914437       239.448       54.7496
pgc2916485       298.842       58.2503
pgc2919556       17.8566       64.2027
pgc2919555       17.9226       65.0189
pgc2921603       236.667       62.5995
pgc2926722       216.881       75.6960
pgc2927746       342.761       85.3736
pgc2922625       321.942       66.8091
pgc2927745       333.294       86.1080
pgc2930814       84.3642      -5.93835
pgc2933885       126.822      -6.40969
pgc2933884       125.626      -6.17912
pgc2919545       20.2717       64.6582
pgc2924665       183.923       72.5511
pgc2931833       103.675      -1.75646
pgc2931831       103.603      -1.12695
pgc2923637       63.2154       68.5014
pgc2917492       328.722       56.6113
pgc2923636       61.5132       68.6801
pgc2928755       39.4242      -3.39616
pgc2934899       156.434      -7.05975
pgc2921585       230.660       63.3413
pgc2926705       203.678       76.5467
pgc2921584       232.732       64.2087
pgc2919529       28.5989       63.6701
pgc2935912       195.977      -3.66315
pgc2935911       195.150      -3.36846
pgc2917478       329.846       57.6585
pgc2934886       152.824      -7.31657
pgc2934885       154.884      -5.10591
pgc2915427       278.144       57.0456
pgc2926689       198.106       80.4713
pgc2924640       182.447       74.6614
pgc2926688       191.108       80.6210
pgc2936928       236.689      -6.12031
pgc2930783       88.8975      -4.78846
pgc2925662       351.819       70.3597
pgc2930782       88.8760      -4.61638
pgc2930781       88.6446      -4.06422
pgc2922588       310.796       66.6574
pgc2925660       348.907       70.8881
pgc2919595       30.7509       64.3900
pgc2915498       276.926       59.5492
pgc2919594       30.7191       64.9014
pgc2930855       85.7244      -6.79610
pgc2927782       1.26585     -0.503080
pgc2924708       207.747       68.3153
pgc2935972       197.488      -5.53895
pgc2923683       57.3074       70.8710
pgc2926755       205.663       78.0644
pgc2917538       330.519       58.0004
pgc2926754       201.736       78.6439
pgc2926753       212.212       77.5474
pgc2934945       163.151     -0.201490
pgc2938017       277.987      -1.00306
pgc2917535       331.556       56.3432
pgc2934943       162.169      -1.95887
pgc2934942       160.351      -1.74150
pgc2919581       31.1669       65.1035
pgc2927771       259.236       89.0377
pgc2919578       29.9083       64.6215
pgc2927769       351.754       87.3074
pgc2915479       275.977       58.8006
pgc2922647       326.855       60.6927
pgc2922646       326.362       61.1209
pgc2920597       116.614       62.8305
pgc2922645       327.329       61.2727
pgc2926741       232.854       77.3493
pgc2928789       44.1558      -3.71224
pgc2922644       328.836       61.5418
pgc2928788       44.6752      -2.78258
pgc2921618       224.396       65.9325
pgc2916497       298.981       58.8460
pgc2916496       298.398       59.7087
pgc2935951       200.829      -4.92431
pgc2937999       276.175      -7.07555
pgc2924686       199.119       68.4081
pgc2932878       105.075      -5.36703
pgc2932877       106.022      -5.32380
pgc2929803       77.5134     -0.565220
pgc2939019       292.666      -2.78886
pgc2925706       353.746       71.6421
pgc2930826       82.5863      -7.43477
pgc2921609       225.991       65.9197
pgc2934920       157.573     -0.636930
pgc2927751       263.054       86.5864
pgc2926818       240.881       76.7937
pgc2927840       6.12360      -2.21909
pgc2917599       325.877       58.7801
pgc2923740       52.5810       71.8639
pgc2895067       89.8821       44.9475
pgc2937050       245.662      -2.07978
pgc2924761       204.296       71.2422
pgc2933977       131.812      -1.89705
pgc2924760       201.534       72.3915
pgc2933976       131.510      -2.04868
pgc2914518       236.908       55.3766
pgc2914517       236.645       55.4748
pgc2919637       33.6213       66.5244
pgc2914516       238.069       55.8267
pgc2925780       354.838       74.0027
pgc2916562       306.271       59.6000
pgc2936017       201.138      -5.16385
pgc2939085       298.328      -3.11441
pgc2932940       108.545      -3.90148
pgc2917577       325.689       59.2709
pgc2937032       242.461      -3.46687
pgc2925767       348.655       74.2312
pgc2915522       281.680       52.9880
pgc2931906       99.5854      -2.54376
pgc2938050       279.400     -0.309400
pgc2933951       128.507      -2.15152
pgc2922685       333.008       60.7593
pgc2920636       116.667       65.4557
pgc2929852       79.8969      -1.41197
pgc2924731       210.461       68.6787
pgc2926779       236.015       77.7945
pgc2929851       78.8270      -1.40908
pgc2929850       80.3826     -0.416400
pgc2924729       213.017       69.4325
pgc2929849       80.4405     -0.382410
pgc2939065       296.468      -2.88346
pgc2919608       22.7175       66.0981
pgc2938036       279.580      -1.11315
pgc2934963       163.354      -2.25525
pgc2934962       163.432      -2.12911
pgc2917553       321.856       59.7500
pgc2926768       218.409       79.6603
pgc2939056       297.796      -2.46083
pgc2927790       2.05050      -2.44782
pgc2914476       232.237       55.1950
pgc2937101       244.580      -4.69250
pgc2924811       211.735       74.5937
pgc2928906       45.2122      -2.87857
pgc2923784       53.8014       73.3470
pgc2925832       4.05810       76.9508
pgc2920711       125.684       60.6312
pgc2922759       330.164       62.4880
pgc2920710       120.427       60.3243
pgc2920709       123.960       60.3806
pgc2937092       244.230      -3.95324
pgc2938115       284.094      -1.79996
pgc2929922       81.1205     -0.891270
pgc2929921       81.3798     -0.544020
pgc2914560       231.232       58.9661
pgc2929920       80.9264     -0.159770
pgc2927870       1.93380      -2.54879
pgc2931966       102.318      -2.27197
pgc2925820       20.4962       76.2389
pgc2921722       255.320       60.6490
pgc2923770       68.3778       72.5286
pgc2914553       234.790       57.9245
pgc2922745       329.723       62.6981
pgc2922744       329.163       63.6255
pgc2937080       243.236      -4.22082
pgc2926836       268.611       75.1711
pgc2927859       6.65610    -0.0496400
pgc2935027       162.772      -3.09261
pgc2934002       129.363      -4.93380
pgc2918640       356.201       55.7997
pgc2926832       255.417       75.2974
pgc2923758       63.4371       72.1262
pgc2922733       326.222       62.4606
pgc2924781       196.207       73.0252
pgc2939116       294.447      -4.64744
pgc2921707       248.107       60.8233
pgc2932971       111.514      -4.53746
pgc2920682       111.858       66.3316
pgc2921706       245.998       61.5142
pgc2921705       245.946       61.6967
pgc2922727       342.845       61.6968
