| objname   | ra     | dec    |
| char      | double | double |
pgc4579867       113.006       43.7838
pgc4579879       245.419       36.5171
pgc4579886       118.782       13.2810
pgc4579917       44.8363     -0.785690
pgc4579933       174.628      -2.86169
pgc4579941       148.027       62.3512
pgc4579943       205.281       2.58198
pgc4579949       49.2768      -7.97310
pgc4579963       318.920       9.29467
pgc4579965       236.673       51.3250
pgc4579984       236.101       47.9021
pgc4579985       201.996       52.0840
pgc4579997       171.443       47.1165
pgc4579998       212.092       49.4787
pgc4579999       114.407       45.0689
pgc4580000       241.901       17.4605
pgc4580003       210.677       54.3913
pgc4580004       150.337       28.7504
pgc4580010       218.653       11.4228
pgc4580011       161.104       10.4028
pgc4580015       174.577       29.0912
pgc4580018       320.102      -7.18915
pgc4580021       248.981       46.5816
pgc4580025       127.419       8.36996
pgc4580035       172.670      -2.58864
pgc4580039       165.086       28.9765
pgc4580040       193.243       47.6177
pgc4580042       155.943       12.5651
pgc4580043       186.591       27.2845
pgc4580044       255.967       19.6751
pgc4580045       62.4528      -4.67326
pgc4580047       120.175       32.9329
pgc4580049       224.175       47.3787
pgc4580050       244.103       8.05185
pgc4580054       190.482       32.5358
pgc4580055       165.061       45.5083
pgc4580058       309.742      0.428990
pgc4580067       118.280       26.8015
pgc4580060       183.964       13.1169
pgc4580080       239.798       36.6679
pgc4580081       129.417       5.68285
pgc4580083       237.172       23.2419
pgc4580084       249.005       14.4384
pgc4580088       128.460       52.8144
pgc4580089       170.305       55.3821
pgc4580090       204.025       44.9789
pgc4580091       239.721       21.7799
pgc4580094       147.741       10.8408
pgc4580095       187.141       29.6236
pgc4580097       140.104       22.1909
pgc4580099       222.686       41.0594
pgc4580101       14.9325       14.5677
pgc4580107       320.333      -6.52550
pgc4580110       211.983       37.0113
pgc4580112       126.901       31.4229
pgc4580118       149.804       28.3234
pgc4580127       184.564      -2.51674
pgc4580128       258.411       61.3860
pgc4580133       172.008       46.0677
pgc4580134       163.362       54.5509
pgc4580136       212.066       49.4764
pgc4580137       119.385       24.5067
pgc4580138       117.105       31.1414
pgc4580139       226.248       52.0241
pgc4580140       252.540       29.8612
pgc4580142       217.566       31.3109
pgc4580143       229.527       50.8195
pgc4580144       124.266       18.5300
pgc4580145       242.693       21.8576
pgc4580146       165.009       9.25573
pgc4580147       137.505       9.01228
pgc4580150       117.184       51.0910
pgc4580152       237.211       19.8468
pgc4580153       244.743       14.4914
pgc4580155       243.315       15.0593
pgc4580156       127.761       21.6429
pgc4580158       253.548       23.7158
pgc4580161       239.569       50.3758
pgc4580162       121.405       30.3888
pgc4580166       196.302      -2.91509
pgc4580167       254.554       61.8835
pgc4580169       258.402       57.9600
pgc4580170       258.295       60.8568
pgc4580171       257.163       62.0718
pgc4580174       320.365      -7.07665
pgc4580176       202.752       66.8722
pgc4580177       264.669       54.1074
pgc4580179       264.780       57.7584
pgc4580180       313.972      0.163810
pgc4580181       311.985    -0.0335700
pgc4580182       227.459       3.72959
pgc4580183       334.588       12.1260
pgc4580184       328.547       12.0856
pgc4580185       10.6638      -10.5048
pgc4580186       246.030       26.5486
pgc4580187       139.987       32.8124
pgc4580188       153.416       50.9703
pgc4580189       157.473       10.5369
pgc4580190       124.268       32.4668
pgc4580192       241.270       24.5801
pgc4580193       235.217       29.2591
pgc4580194       240.618       35.6161
pgc4580195       218.556       49.9266
pgc4580196       133.371       6.74338
pgc4580197       127.680       31.1907
pgc4580198       232.196       41.5739
pgc4580199       241.798       36.2309
pgc4580200       181.446       48.5421
pgc4580201       124.368       7.61534
pgc4580202       175.264       34.1853
pgc4580204       120.725       49.6650
pgc4580205       120.212       22.2123
pgc4580206       218.492       28.8605
pgc4580207       216.623       26.1686
pgc4580209       241.963       30.1092
pgc4580210       238.016       24.6473
pgc4580211       126.334       16.8951
pgc4580212       216.685       60.2611
pgc4580213       134.282       49.8508
pgc4580214       158.425       31.3050
pgc4580215       115.537       25.2361
pgc4580216       119.156       12.3503
pgc4580217       150.467       38.4007
pgc4580219       154.292       42.6365
pgc4580221       132.019       17.4083
pgc4580223       245.633     -0.485420
pgc4580226       227.237       2.13934
pgc4580227       261.801       55.4228
pgc4580230       196.514       67.2346
pgc4580232       153.848       63.3690
pgc4580233       311.025      -5.43489
pgc4580234       325.618      -7.15396
pgc4580235       238.873       9.65349
pgc4580237       354.106       13.9295
pgc4580238       117.023       19.6532
pgc4580240       131.868       29.4140
pgc4580242       339.476      -8.88237
pgc4580245       177.838       46.9903
pgc4580247       231.187       40.2800
pgc4580248       231.020       45.9493
pgc4580249       124.637       19.5766
pgc4580250       236.837       44.7795
pgc4580251       219.949       55.7105
pgc4580252       243.526       7.70878
pgc4580253       116.225       48.7857
pgc4580254       118.133       18.3667
pgc4580255       119.375       19.1439
pgc4580260       119.134       17.5274
pgc4580261       238.410       28.7662
pgc4580264       120.475       13.6431
pgc4580269       191.402       7.65659
pgc4580271       129.138       11.2062
pgc4580272       129.553       11.3931
pgc4580273       125.291       14.7126
pgc4580274       131.355       17.2660
pgc4580275       119.742       24.3002
pgc4580276       124.808       29.4425
pgc4580277       232.741      0.526100
pgc4580279       113.770       38.5042
pgc4580280       113.308       32.1067
pgc4580281       255.724       64.4812
pgc4580282       113.174       32.3003
pgc4580283       260.216       65.3562
pgc4580284       328.891       11.1575
pgc4580285       335.616       13.0100
pgc4580287       133.124       3.61063
pgc4580288       218.081       4.15887
pgc4580289       218.332       62.2765
pgc4580290       251.889       21.2995
pgc4580291       237.167       28.1403
pgc4580292       253.960       33.3879
pgc4580294       119.904       20.6238
pgc4580295       196.873       11.1532
pgc4580296       236.692       27.0886
pgc4580297       122.853       27.1752
pgc4580298       170.988       10.5487
pgc4580299       167.964       14.4292
pgc4580300       202.076       8.51707
pgc4580301       251.076       31.3017
pgc4580303       230.681       47.7151
pgc4580306       142.381       7.68220
pgc4580308       113.337       42.1137
pgc4580309       115.854       46.3177
pgc4580310       129.444       56.2936
pgc4580314       242.121       18.1287
pgc4580316       239.900       16.1105
pgc4580317       250.076       34.1061
pgc4580318       254.996       20.3729
pgc4580319       256.131       19.7776
pgc4580322       120.942       18.8517
pgc4580323       254.951       21.5576
pgc4580324       255.883       20.6363
pgc4580325       250.975       26.2715
pgc4580326       190.628       33.7068
pgc4580327       120.997       14.5301
pgc4580328       137.951       2.96466
pgc4580330       127.482       35.1589
pgc4580331       131.647       17.1233
pgc4580333       190.026       61.6024
pgc4580335       130.281       13.1647
pgc4580336       140.299       16.5661
pgc4580337       128.840       14.8737
pgc4580338       129.224       11.9439
pgc4580340       215.881       8.50959
pgc4580343       132.006       15.0745
pgc4580345       240.682      0.370140
pgc4580351       215.751      0.160150
pgc4580353       249.711      0.123140
pgc4580357       241.305      0.476110
pgc4580359       114.755       38.9906
pgc4580364       321.187      -7.14828
pgc4580367       348.570       15.0867
pgc4580369       261.563       58.6951
pgc4580370       260.342       65.3369
pgc4580376       309.265     0.0758000
pgc4580381       312.239      0.787350
pgc4580382       309.971       1.08485
pgc4580383       312.405       1.09407
pgc4580386       309.951      -5.73985
pgc4580387       322.863       12.4266
pgc4580388       252.467       32.7523
pgc4580390       235.347       7.71136
pgc4580393       254.474       18.2676
pgc4580394       218.484       61.3106
pgc4580395       241.203       8.22298
pgc4580397       241.608       8.97388
pgc4580399       254.188       40.1216
pgc4580400       130.512       44.1200
pgc4580401       130.512       44.1200
pgc4580403       255.576       35.5580
pgc4580410       316.992       10.3036
pgc4580412       327.288       12.8806
pgc4580415       338.727     -0.179240
pgc4580418       193.875       11.5167
pgc4580419       118.131       32.7244
pgc4580420       125.346       38.9156
pgc4580422       160.896       12.2207
pgc4580424       209.701       46.6724
pgc4580426       251.321       26.8680
pgc4580427       256.708       22.7423
pgc4580428       256.240       22.8365
pgc4580429       254.276       25.4642
pgc4580430       121.686       14.2072
pgc4580432       121.244       19.0033
pgc4580435       179.049       33.2007
pgc4580437       210.976       54.3695
pgc4580484       118.354       22.8740
pgc4580498       198.270      -3.51730
pgc4580521       249.603       13.7436
pgc4580543       198.213      -3.05516
pgc4580564       179.319       43.2657
pgc4580567       56.9548      -1.04886
pgc4580568       194.543       40.3736
pgc4580571       210.618       54.2758
pgc4580572       150.450       23.7199
pgc4580582       313.079       1.12704
pgc4580589       251.235       21.7759
pgc4580597       178.874       14.1393
pgc4580610       30.2747      0.569230
pgc4580611       209.771       51.2451
pgc4580631       116.923       18.8578
pgc4580642       215.904       44.8073
pgc4580653       191.766      0.384980
pgc4580666       210.613       54.3300
pgc4580681       115.616       49.0873
pgc4580695       129.035       23.9671
pgc4580702       223.141       10.8351
pgc4580707       309.290      0.976180
pgc4580714       48.0994      0.812340
pgc4580722       254.076       35.1944
pgc4580724       163.591       27.2396
pgc4580743       323.256     -0.825390
pgc4580759       132.764       18.3159
pgc4580777       254.590       26.6739
pgc4580789       137.350       33.4310
pgc4580804       210.588       54.3346
pgc4580805       218.663       4.25533
pgc4580811       116.623       20.6108
pgc4580820       208.924       45.1858
pgc4580823       162.483       32.9912
pgc4580829       118.197       20.2492
pgc4580836       128.391       12.8035
pgc4580846       219.323       38.9409
pgc4580849       236.245       35.9564
pgc4580851       172.635       2.42764
pgc4580860       351.054      0.686110
pgc4580864       217.276       1.28953
pgc4580874       199.174       12.4289
pgc4580878       153.672       30.5808
pgc4580881       210.758       54.2542
pgc4580888       215.952       61.9676
pgc4580923       180.249      0.865830
pgc4580946       126.825       46.0327
pgc4580948       161.790       31.1606
pgc4580952       210.627       54.2695
pgc4580977       148.054       34.8623
pgc4580979       186.431       15.7134
pgc4580981       186.238       28.5876
pgc4580992       318.572       9.83855
pgc4580994       252.748       33.4392
pgc4581011       224.929       53.3532
pgc4581014       173.932       50.2001
pgc4581025       128.463       41.5391
pgc4581031       179.724       65.8169
pgc4581046       192.315       44.3498
pgc4581048       320.748       1.02179
pgc4581060       234.684       37.5699
pgc4581061       217.702       54.6517
pgc4581082       126.880       17.8849
pgc4581100       229.744       56.4685
pgc4581107       314.099     -0.595190
pgc4581113       310.443     -0.275900
pgc4581115       314.286      0.224350
pgc4581117       143.765       18.4943
pgc4581135       125.696       53.3837
pgc4581137       172.129       1.53201
pgc4581168       207.162       26.0729
pgc4581172       203.514       47.9049
pgc4581174       260.776       57.0852
pgc4581177       254.107       23.0259
pgc4581187       220.884       44.9350
pgc4581188       154.518       28.8473
pgc4581231       248.021       21.0441
pgc4581233       245.012       7.11526
pgc4581258       211.334       10.4148
pgc4581265       225.083      -1.95819
pgc4581266       314.286      0.224350
pgc4581277       241.330       18.3131
pgc4581282       159.341       37.0780
pgc4581292       58.7848      -5.51417
pgc4581310       117.667       45.7672
pgc4581313       207.237       39.9928
pgc4581322       144.556       7.72336
pgc4581323       251.814       33.0543
pgc4581328       255.790       64.4040
pgc4581332       210.407       8.15948
pgc4581341       324.427     -0.649780
pgc4581343       246.017       40.8276
pgc4581363       322.204     0.0798300
pgc4581369       257.615       23.8922
pgc4581370       234.879       30.2231
pgc4581385       245.321       20.0695
pgc4581398       10.8369      0.998680
pgc4581409       210.812       54.2838
pgc4581422       171.457       43.0687
pgc4581425       311.685     -0.236610
pgc4581436       142.061       8.71455
pgc4581442       214.329       4.28902
pgc4581446       186.480      0.200220
pgc4581456       185.829       38.2663
pgc4581468       243.297       30.9023
pgc4581472       179.684       27.5849
pgc4581478       140.343       17.4085
pgc4581499       193.962      -2.68605
pgc4581503       181.017       28.1159
pgc4581524       313.464      0.456190
pgc4581539       150.849       26.4314
pgc4581562       220.390       33.2847
pgc4581571       234.778      -1.80598
pgc4581575       240.115       35.0826
pgc4581578       161.450       46.1409
pgc4581584       218.738       53.9793
pgc4581587       156.596       32.0428
pgc4581591       259.510       29.9104
pgc4581601       187.911       30.3430
pgc4581602       320.543      0.391980
pgc4581607       311.680      -1.05885
pgc4581615       134.515       7.39492
pgc4581625       173.128       57.5202
pgc4581630       210.916       54.3157
pgc4581634       198.287       32.6645
pgc4581635       222.573       4.57373
pgc4581646       166.557       31.6453
pgc4581663       168.976      0.176550
pgc4581675       228.844       47.9036
pgc4581678       153.691       65.4443
pgc4581682       247.419       20.9692
pgc4581686       309.520     -0.339070
pgc4581690       126.673       24.5189
pgc4581706       319.696      0.233210
pgc4581708       241.130       17.7214
pgc4581716       245.100       32.2884
pgc4581719       309.672      -6.76132
pgc4581722       236.631       38.7994
pgc4581725       252.970       31.1988
pgc4581731       238.667       46.7595
pgc4581737       314.180       1.10565
pgc4581740       121.241       51.8554
pgc4581741       152.860       23.7328
pgc4581743       135.458      0.290770
pgc4581744       185.493       33.2606
pgc4581748       338.990      0.914560
pgc4581783       329.438       13.2384
pgc4581787       205.340       63.0406
pgc4581797       306.288      -24.8010
pgc4582802       71.5116       28.6821
pgc4584000       32.2413      -10.3885
pgc4584025       159.384      -27.0336
pgc4584036       195.603      -32.9464
pgc4584404       201.925      -57.4782
pgc4585535       212.401      -50.1716
pgc4586648       53.0485      -45.9568
pgc4586727       289.362       7.82062
pgc4586733       286.721       7.56451
pgc4586744       100.263       1.85003
pgc4586753       98.9626       3.16239
pgc4586755       286.113       3.19218
pgc4586760       292.650       11.3148
pgc4586765       295.150       11.9051
pgc4586767       291.508       8.26930
pgc4586775       99.1083      0.931470
pgc4586778       286.063       3.11306
pgc4586779       98.2206       6.28766
pgc4586966       58.9548      -26.7778
pgc4587023       62.9040      -31.4585
pgc4587080       359.400      -60.4552
pgc4587500       60.3816       79.1415
pgc4587510       73.4751       2.06402
pgc4587512       74.5714       73.1609
pgc4587526       92.8715       79.3579
pgc4587554       117.717       85.6291
pgc4587559       117.372       23.1237
pgc4587582       128.780      -2.75647
pgc4587596       134.004      -3.39226
pgc4587608       140.892       40.4020
pgc4587610       142.210       73.6653
pgc4587612       142.366       30.2141
pgc4587615       142.559       34.5468
pgc4587631       154.215       22.0001
pgc4587641       157.173       3.94408
pgc4587650       159.725       72.1731
pgc4587693       172.270       36.6578
pgc4587714       179.368       27.8217
pgc4587715       179.393       31.1717
pgc4587723       181.365       10.5717
pgc4587725       181.825       65.0552
pgc4587740       186.261       45.5232
pgc4587742       186.772       31.2402
pgc4587743       187.135       8.70698
pgc4587744       188.077       74.5577
pgc4587750       191.891     -0.306010
pgc4587759       197.930       22.6514
pgc4587774       205.689       59.2488
pgc4587786       208.759       38.6888
pgc4587797       212.250      -3.80291
pgc4587798       212.030       54.9802
pgc4587802       214.577       35.8702
pgc4587810       217.891       52.7131
pgc4587811       218.315       60.1145
pgc4587812       219.612       9.21798
pgc4587815       220.712       1.25468
pgc4587827       224.745       54.0517
pgc4587848       234.106       30.8359
pgc4587852       236.630       25.5625
pgc4587870       241.566    -0.0338900
pgc4587896       252.759       78.8525
pgc4587897       253.905       68.6563
pgc4587918       262.460       73.0308
pgc4587923       266.385       67.0325
pgc4587924       268.697       18.6924
pgc4587968       344.572       14.1012
pgc4587979       350.124       19.4406
pgc4587986       352.892      -2.12398
pgc4588871       209.752       62.6777
pgc4589315       51.0007      -52.5733
pgc4589317       51.4238      -52.9179
pgc4589319       51.9172      -51.9897
pgc4589320       51.9468      -52.5010
pgc4589321       52.0536      -52.2666
pgc4589322       52.1172      -53.4578
pgc4589327       53.2018      -52.8639
pgc4589361       51.1935      -53.0359
pgc4590824       39.9792       30.2619
pgc4590825       24.0751       47.9973
pgc4598125       159.214      -27.5264
pgc4600494       192.216      -41.3058
pgc4600529       204.166      -33.9714
pgc4601105       202.960      -33.2237
pgc4601527       54.6290      -35.4546
pgc4601932       302.482      -48.3857
pgc4602197       157.515      -35.3234
pgc4602613       24.0182      -7.95179
pgc4602659       126.466       82.3984
pgc4604411       188.953       62.1749
pgc4608665       18.2500       15.5312
pgc4608687       17.8801       15.5720
pgc4608689       339.845      -17.1995
pgc4609875       225.112       1.47526
pgc4609883       78.3471       7.62645
pgc4609961       349.414      -42.2816
pgc4609999       26.1725       4.89106
pgc4610714       226.446       1.57349
pgc4610717       349.727      -42.3077
pgc4610718       330.631      -32.0827
pgc4611382       199.706     0.0688300
pgc4611516       180.807      -21.5564
pgc4611627       198.582      -25.2605
pgc4611735       160.210      -11.9683
pgc4612406       67.0197      -14.7636
pgc4612421       69.4877      -12.9918
pgc4614252       246.627       35.0058
pgc4614253       249.065       40.7158
pgc4614254       247.782       38.8941
pgc4614663       287.610      0.572180
pgc4616113       43.2374      -47.5591
pgc4616163       106.096      -31.9008
pgc4616178       171.683      -34.3700
pgc4616179       285.778      -37.2137
pgc4616180       240.834      -36.0134
pgc4616208       355.962      -6.88077
pgc4616461       62.8258      -23.2450
pgc4616483       150.013      -29.6103
pgc4616565       333.647      -16.0610
pgc4616720       13.7633      -37.6917
pgc4616887       59.6184      -2.55109
pgc4616903       133.428      -24.7360
pgc4616956       234.704      -8.06299
pgc4617007       343.771      -28.1369
pgc4617077       146.457      -8.28616
pgc4617168       343.289      -15.7647
pgc4617191       7.16340      -19.5769
pgc4617323       343.163      -9.50042
pgc4617409       172.894      -37.8186
pgc4617467       296.056      -39.1340
pgc4617500       3.59325      -39.1632
pgc4617568       202.975      -29.6831
pgc4617809       30.7695      -13.3737
pgc4617810       30.9445      -7.02659
pgc4617959       109.913      -40.1965
pgc4618054       338.480      -16.6275
pgc4618146       230.952      -13.2433
pgc4618164       305.458      -60.2311
pgc4618220       36.3217      -19.9517
pgc4618225       50.0496      -36.9145
pgc4618240       78.8046      -30.7142
pgc4618267       177.396      -29.6100
pgc4618340       335.150      -46.7644
pgc4618351       350.462      -4.89695
pgc4618376       49.1121      -37.0742
pgc4618380       54.2895      -24.3478
pgc4618382       55.4480      -29.7786
pgc4619168       314.990      -21.6597
pgc4620825       14.8809     -0.437250
pgc4620828       16.2565       2.07238
pgc4620829       18.1011       3.77450
pgc4620830       19.1268       2.46933
pgc4621086       80.4426       3.79280
pgc4621206       168.096       13.7137
pgc4621284       185.414       15.3983
pgc4621318       174.608       17.0842
pgc4621319       168.372       22.1547
pgc4621323       174.689       20.1430
pgc4621331       186.336       26.7030
pgc4621334       193.752       24.1703
pgc4621336       193.895       34.4937
pgc4621337       194.514       23.7594
pgc4621344       194.876       28.0957
pgc4621348       195.044       28.1706
pgc4621366       186.329       28.8368
pgc4621390       190.605       35.4095
pgc4621400       192.279       28.9578
pgc4621407       193.653       28.9301
pgc4621411       193.913       27.6480
pgc4621449       194.815       27.8091
pgc4621451       194.817       28.1400
pgc4621457       194.877       27.9401
pgc4621471       194.995       28.0977
pgc4621476       195.066       28.0903
pgc4621489       195.283       28.1290
pgc4621491       195.328       27.8540
pgc4621498       195.408       27.8441
pgc4621500       195.454       27.8594
pgc4621504       195.486       28.4484
pgc4621526       196.015       29.2710
pgc4621671       186.974       28.6375
pgc4621674       188.837       27.5631
pgc4621762       54.8238      -35.4250
pgc4621763       54.7341      -35.4136
pgc4621764       54.5499      -35.6659
pgc4621765       54.7273      -35.4961
pgc4621766       54.4242      -35.6896
pgc4621767       54.4449      -35.5783
pgc4621768       54.4294      -35.3702
pgc4621769       54.5584      -35.4954
pgc4621770       54.4439      -35.4680
pgc4621771       54.7076      -35.3932
pgc4622945       6.81510       22.6957
pgc4622959       356.584       9.48275
pgc4622961       343.495       16.1175
pgc4623050       21.3020     -0.142320
pgc4623054       21.3153    -0.0690100
pgc4623086       21.4240    -0.0542000
pgc4623087       21.4266    -0.0611500
pgc4623096       30.4420      -11.6031
pgc4623118       30.5631      -11.5045
pgc4623122       64.2505      -5.86633
pgc4623126       64.2623      -5.85249
pgc4623129       64.2672      -5.84224
pgc4623175       64.3952      -5.94363
pgc4623179       139.883       51.0399
pgc4623226       150.600       68.2715
pgc4623227       150.635       68.1834
pgc4623234       150.892       68.2714
pgc4623236       150.937       68.2741
pgc4623249       152.560       41.5017
pgc4623286       245.033       17.5630
pgc4623292       245.072       17.5681
pgc4623321       259.807       48.1097
pgc4623349       326.947       6.97414
pgc4623350       326.950       6.99970
pgc4623351       326.950       6.99831
pgc4623352       326.955       6.99166
pgc4623353       326.956       6.97555
pgc4623354       326.956       6.98833
pgc4623359       326.965       6.99252
pgc4623425       343.430       16.1780
pgc4623440       343.483       16.1125
pgc4623441       343.499       16.1009
pgc4623448       343.514       16.1120
pgc4623452       343.539       16.1009
pgc4623454       343.550       16.1112
pgc4623478       346.177       3.13408
pgc4623497       346.203       3.18467
pgc4623549       355.782      -3.32751
pgc4623558       356.578       9.49969
pgc4623562       356.586       9.49025
pgc4623563       356.589       9.51469
pgc4623566       356.595       9.47192
pgc4623573       356.616       9.54442
pgc4623583       356.642       9.53374
pgc4623609       356.710       9.46418
pgc4623613       356.720       9.53918
pgc4623616       356.727       9.50640
pgc4623619       241.654      -68.9558
pgc4623625       45.1083      -73.5481
pgc4633186       297.415      -52.0422
pgc4662793       229.022     -0.111470
pgc4662795       280.375      -19.8258
pgc4662798       172.320       28.9736
pgc4662799       189.668      -51.1503
pgc4662801       242.763      -55.3143
pgc4662802       242.770       14.9581
pgc4662805       255.010     -0.541830
pgc4662806       261.889      -30.8023
pgc4662807       262.662      -31.5956
pgc4662808       262.772      -29.9817
pgc4662809       263.352      -33.3889
pgc4662810       263.949      -30.4696
pgc4662813       265.926      -26.2225
pgc4662814       267.020      -24.8125
pgc4662815       267.693      -31.2754
pgc4662817       270.412      -26.8396
pgc4662820       289.432      -34.6576
pgc4662822       292.184      -30.3539
pgc4662823       295.437      -34.0004
pgc4662824       296.310      -8.00726
pgc4664167       306.259      -81.5752
pgc4667015       117.287      -56.2493
pgc4667087       138.595      -63.9472
pgc4667537       309.449       51.6339
pgc4668274       88.2020       28.0990
pgc4668305       134.539      -39.1647
pgc4678958       77.1423      -9.21274
pgc4681048       135.838      -65.0611
pgc4681059       48.3745      -25.7255
pgc4681069       86.9775      -7.65968
pgc4681075       100.195      -24.3875
pgc4681089       154.210      -28.3543
pgc4681107       106.375      -47.2195
pgc4681109       303.961      -12.4633
pgc4681115       243.238      -36.2239
pgc4681116       250.974      -18.9533
pgc4681550       75.2568      -8.95691
pgc4681559       296.131      -57.8280
pgc4681571       47.1143      -23.0548
pgc4681583       73.2450      -5.31123
pgc4681603       67.5864      -19.3429
pgc4681609       89.5815      -19.6850
pgc4681619       309.263      -50.0938
pgc4681624       253.271      -21.5305
pgc4681654       255.616      -24.3603
pgc4681682       332.131      -34.2842
pgc4682449       29.7261      -53.6378
pgc4682474       48.5650      -2.82853
pgc4682478       49.5987      -66.4773
pgc4682482       51.6447      -32.3146
pgc4682510       74.4585      -7.85594
pgc4682642       140.696      -68.4076
pgc4682650       151.931      -71.7762
pgc4682653       158.793      -43.6957
pgc4682664       162.659      -73.6027
pgc4682714       181.915      -79.8800
pgc4682786       195.667      -50.1177
pgc4682808       199.075      -20.6986
pgc4682812       200.619      -48.8115
pgc4682815       203.427      -12.6591
pgc4682818       202.520      -14.9280
pgc4682830       213.982      -48.1220
pgc4682987       292.534      -26.6518
pgc4683002       335.807      -28.9790
pgc4683003       336.640      -29.2912
pgc4683021       346.208      -60.1209
pgc4683028       355.767      -51.5280
pgc4683067       28.3916      -35.2882
pgc4683080       16.4813      -2.86014
pgc4683081       46.8078     -0.176400
pgc4683088       56.1038      -44.6692
pgc4683091       61.2344      -17.5000
pgc4683092       64.7570      -56.3746
pgc4683107       96.7248      -10.2599
pgc4683148       354.570      -11.2416
pgc4683149       354.414      -12.2328
pgc4683153       357.673      -15.7291
pgc4683178       338.938      -46.7286
pgc4683194       155.797      -5.49241
pgc4683212       3.54750      -50.3765
pgc4683218       7.55760      -33.2688
pgc4683275       37.9021      -15.2547
pgc4683309       47.1831      -14.1746
pgc4683323       53.3856      -36.1094
pgc4683333       56.1498      -44.6305
pgc4683398       76.3515      -8.98651
pgc4683449       86.9115      -10.5977
pgc4683472       90.0348      -31.2929
pgc4683625       134.722      -65.5173
pgc4683635       141.782      -68.1004
pgc4683727       165.445      -79.4493
pgc4683809       178.304      -51.2396
pgc4683855       188.186      -3.99767
pgc4683915       195.846      -17.3946
pgc4683929       199.290      -5.95129
pgc4683932       200.407      -14.8556
pgc4683978       205.620      -78.5590
pgc4683987       213.220      -2.68677
pgc4683991       215.665      -48.5457
pgc4684036       224.155      -6.89471
pgc4684037       224.284      -6.07149
pgc4684255       272.921      -69.0772
pgc4684320       306.270      -23.3358
pgc4684359       350.874      -72.7196
pgc4684431       57.7608      -12.9795
pgc4684451       146.386      -31.2066
pgc4684460       226.829      -17.3839
pgc4684583       310.186      -19.2953
pgc4684594       119.587      -49.8809
pgc4684606       249.591      -21.0783
pgc4684623       16.5333      -2.10174
pgc4684625       18.7633     -0.415110
pgc4684638       39.6984      -4.47416
pgc4684660       55.8993      -4.16282
pgc4684665       59.8864      -17.6572
pgc4684675       68.8168      -19.1054
pgc4684684       72.0009      -21.8144
pgc4684695       75.9399      -15.8191
pgc4684714       95.2618      -8.48379
pgc4684730       114.143      -69.5192
pgc4684764       199.728      -21.0584
pgc4684766       200.174      -23.2894
pgc4684771       203.954      -33.8460
pgc4684838       309.429      -52.6119
pgc4684872       90.3411      -33.8917
pgc4684898       278.142      -63.7476
pgc4684920       323.690      -16.1117
pgc4684922       344.157      -42.8396
pgc4685006       91.6209      -8.46613
pgc4685026       169.341      -15.3072
pgc4685039       201.172      -7.56985
pgc4685101       69.7545      -19.7188
pgc4685113       180.592      -18.0011
pgc4685114       305.985      -47.6143
pgc4685258       41.7834      -6.12226
pgc4685294       54.0795      -4.22658
pgc4685300       56.4885      -13.1154
pgc4685320       65.4645      -35.0578
pgc4685333       77.1546      -50.4276
pgc4685358       90.1650      -6.54042
pgc4685371       98.2423      -43.0573
pgc4685379       140.177      -67.8521
pgc4685439       204.876      -10.7757
pgc4685604       69.2107      -17.0814
pgc4685658       1.02045      -11.8162
pgc4685713       254.864      -24.8891
pgc4689207       157.975       12.9271
pgc4689199       164.822       15.0851
pgc4689200       161.753       12.9598
pgc4689204       158.330       10.1894
pgc4689209       165.757       8.04819
pgc4689274       214.120       23.2977
pgc4689275       214.120       23.2699
pgc4689666       226.624       1.60356
pgc4689795       225.301       1.69702
pgc4691866       14.2647      -1.41179
pgc4692149       194.256      -17.3905
pgc4692610       350.762       14.6256
pgc4692906       96.6432      -54.2007
pgc4702879       209.589       4.31694
pgc4704741       52.9764      -27.7822
pgc4705017       36.5803      -4.79390
pgc4707126       333.625      0.599240
pgc4707127       333.519      0.575400
pgc4707128       334.085      0.658850
pgc4710651       209.066       5.16515
pgc4712984       53.1759      -27.9118
pgc4713028       53.1982      -27.8666
pgc4713551       194.886       34.8542
pgc4714412       340.818      -39.8612
pgc4714413       340.831      -39.8793
pgc4715228       202.880      -34.7958
pgc4715472       187.440       7.98716
pgc4715588       190.706       2.68567
pgc4717258       194.294      -4.15650
pgc4717521       196.128      -24.2201
pgc4718138       234.910      -2.83657
pgc4718873       339.139      -37.5013
pgc4718922       338.256      -37.3596
pgc4718928       338.372      -37.4585
pgc4719576       193.995      -1.34573
pgc4719607       235.041      -3.31050
pgc4719784       160.957      -7.03622
pgc4719785       161.251      -7.24725
pgc4719897       160.322      -6.50824
pgc4719924       179.814       3.03279
pgc4720051       195.776      -23.8655
pgc4720250       248.277       5.89894
pgc4720256       247.788       5.74285
pgc4720542       191.241       12.0298
pgc4720527       54.5261      -35.4830
pgc4720528       54.7038      -35.4623
pgc4720529       54.5451      -35.4295
pgc4720530       54.5712      -35.4421
pgc4720531       54.5736      -35.5507
pgc4720533       54.6063      -35.6286
pgc4720534       54.6408      -35.4327
pgc4720535       54.5532      -35.4826
pgc4720536       54.6691      -35.4861
pgc4720540       177.268       13.6295
pgc4720541       188.783       12.5049
pgc4720555       176.961       13.7041
pgc4720559       197.857       15.5305
pgc4720564       180.860       13.4595
pgc4720573       195.719       13.1564
pgc4720567       182.086       12.5012
pgc4720570       189.737       13.5518
pgc4720571       195.092       12.9236
